id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
29509,0.58,Ideal,5,E,SI1,3,1636,1763.04,528.912,,,
29510,1.04,Premium,4,D,VVS2,6,10984,6836.92,2051.076,,,
29511,0.74,Premium,4,H,SI1,3,2201,2951.02,885.306,,,
29512,2,Fair,1,I,SI2,2,10483,12623.1,3786.93,,,
29513,0.32,Ideal,5,G,VS1,4,828,29.66,8.898,,,
29514,0.55,Ideal,5,G,VS1,4,1591,1964.65,589.395,,,
29515,0.41,Very Good,3,F,SI1,3,969,16.63,4.989,,,
29516,0.7,Premium,4,E,SI1,3,2394,2614.5,784.35,,,
29517,1.77,Premium,4,E,VS2,5,15278,12524.41,3757.323,,,
29518,0.51,Premium,4,D,SI1,3,1569,1016.03,304.809,,,
29519,0.32,Very Good,3,E,VS2,5,702,167.46,50.238,,,
29520,1.01,Ideal,5,H,VS1,4,4779,5834.63,1750.389,,,
29521,0.54,Very Good,3,D,VS2,5,1583,2018.32,605.496,,,
29522,0.38,Ideal,5,F,VVS1,7,1096,1896.44,568.932,,,
29523,1.51,Premium,4,E,VS2,5,14482,10337.03,3101.109,,,
29524,0.52,Very Good,3,G,VS1,4,1420,1396.06,418.818,,,
29525,0.55,Ideal,5,F,VS2,5,1871,2418.65,725.595,,,
29526,0.5,Ideal,5,G,VVS2,6,1867,2452,735.6,,,
29527,1.01,Good,2,E,VS1,4,7528,5360.33,1608.099,,,
29528,1.01,Ideal,5,D,SI1,3,5939,5380.63,1614.189,,,
29529,0.31,Ideal,5,G,VS2,5,652,399.53,119.859,,,
29530,0.32,Ideal,5,G,IF,8,918,1845.66,553.698,,,
29531,0.42,Premium,4,D,SI1,3,810,258.86,77.658,,,
29532,1.1,Very Good,3,I,SI2,2,4083,5367.6,1610.28,,,
29533,0.33,Premium,4,I,VS1,4,668,-44.31,-13.293,,,
29534,0.37,Premium,4,E,VS1,4,1124,292.21,87.663,,,
29535,0.4,Very Good,3,J,VS1,4,631,386.5,115.95,,,
29536,2.02,Fair,1,H,VS2,5,18565,14153.36,4246.008,,,
29537,0.71,Very Good,3,F,SI2,2,2397,2086.53,625.959,,,
29538,0.33,Ideal,5,G,VVS1,7,868,1475.79,442.737,,,
29539,1.01,Very Good,3,G,SI2,2,3507,4610.43,1383.129,,,
29540,0.38,Ideal,5,D,VS1,4,919,534.44,160.332,,,
29541,0.33,Good,2,F,VS2,5,643,93.49,28.047,,,
29542,0.3,Ideal,5,E,VS1,4,911,-138.6,-41.58,,,
29543,0.56,Ideal,5,F,VS2,5,1814,2502.78,750.834,,,
29544,0.31,Ideal,5,F,VS2,5,625,399.53,119.859,,,
29545,1.07,Ideal,5,G,VVS2,6,8212,7247.41,2174.223,,,
29546,1,Good,2,G,VS1,4,5906,5276.2,1582.86,,,
29547,1.65,Premium,4,G,I1,1,6788,9698.85,2909.655,,,
29548,1.6,Premium,4,I,SI2,2,8630,9732.2,2919.66,,,
29549,0.7,Very Good,3,H,IF,8,2882,4726.4,1417.92,,,
29550,1.03,Very Good,3,D,VS2,5,7102,6140.69,1842.207,,,
29551,1.04,Premium,4,G,VS1,4,6814,5928.92,1778.676,,,
29552,0.41,Ideal,5,D,VS2,5,1177,1240.83,372.249,,,
29553,0.58,Ideal,5,E,SI2,2,1359,1309.04,392.712,,,
29554,0.3,Very Good,3,D,SI2,2,574,-1362.8,-408.84,,,
29555,0.41,Very Good,3,E,VS1,4,834,470.63,141.189,,,
29556,0.28,Good,2,G,VS2,5,394,-327.16,-98.148,,,
29557,1.03,Very Good,3,J,SI2,2,3729,4778.69,1433.607,,,
29558,0.74,Ideal,5,F,SI1,3,2583,3109.12,932.736,,,
29559,0.73,Ideal,5,D,VS1,4,4258,3478.99,1043.697,,,
29560,0.9,Very Good,3,E,VS2,5,4707,5047,1514.1,,,
29561,0.7,Good,2,H,VVS2,6,2657,3660.3,1098.09,,,
29562,1,Premium,4,G,VS2,5,6048,6046.4,1813.92,,,
29563,1.01,Premium,4,G,SI1,3,5006,5222.53,1566.759,,,
29564,0.5,Ideal,5,E,SI1,3,1316,1090,327,,,
29565,0.8,Very Good,3,H,SI2,2,2502,2843.7,853.11,,,
29566,0.35,Very Good,3,F,SI1,3,748,-488.15,-146.445,,,
29567,0.4,Fair,1,H,VS2,5,704,524.3,157.29,,,
29568,0.51,Very Good,3,D,SI1,3,1569,857.93,257.379,,,
29569,0.3,Ideal,5,E,VS2,5,658,315.4,94.62,,,
29570,0.43,Premium,4,G,VVS1,7,1207,2158.99,647.697,,,
29571,0.35,Premium,4,D,VS2,5,1063,577.95,173.385,,,
29572,1.51,Ideal,5,E,SI2,2,10588,9133.13,2739.939,,,
29573,0.42,Premium,4,E,VS2,5,1024,1166.86,350.058,,,
29574,0.59,Good,2,E,SI2,2,1327,918.87,275.661,,,
29575,0.4,Premium,4,F,SI1,3,945,90.6,27.18,,,
29576,0.41,Ideal,5,G,VVS1,7,1151,2148.83,644.649,,,
29577,1.02,Ideal,5,G,VS2,5,6352,6372.76,1911.828,,,
29578,0.3,Ideal,5,G,VVS1,7,764,1223.4,367.02,,,
29579,0.41,Ideal,5,E,SI1,3,824,332.83,99.849,,,
29580,0.38,Very Good,3,D,VS2,5,871,672.24,201.672,,,
29581,0.96,Premium,4,E,SI1,3,4365,4801.88,1440.564,,,
29582,0.59,Ideal,5,E,SI1,3,1793,1847.17,554.151,,,
29583,0.58,Premium,4,F,SI1,3,1634,1604.94,481.482,,,
29584,1.01,Premium,4,G,SI1,3,5273,5222.53,1566.759,,,
29585,0.37,Ideal,5,D,VS2,5,876,904.31,271.293,,,
29586,0.5,Very Good,3,D,SI1,3,1436,773.8,232.14,,,
29587,2.02,Premium,4,H,SI2,2,13850,13265.66,3979.698,,,
29588,0.3,Very Good,3,E,SI1,3,526,-908.8,-272.64,,,
29589,1.5,Premium,4,G,VS1,4,13009,9798.9,2939.67,,,
29590,0.91,Very Good,3,G,SI2,2,3282,3769.13,1130.739,,,
29591,0.33,Premium,4,D,SI2,2,492,-952.31,-285.693,,,
29592,0.32,Ideal,5,J,VS2,5,504,483.66,145.098,,,
29593,0.51,Very Good,3,D,VS2,5,1787,1765.93,529.779,,,
29594,0.7,Ideal,5,G,SI1,3,2744,2772.6,831.78,,,
29595,1.56,Good,2,I,SI1,3,6246,9533.48,2860.044,,,
29596,0.72,Ideal,5,F,VS1,4,2879,3394.86,1018.458,,,
29597,0.9,Ideal,5,D,SI1,3,5656,4455.2,1336.56,,,
29598,0.6,Good,2,E,SI1,3,1863,1457,437.1,,,
29599,0.41,Ideal,5,H,VS1,4,1269,786.83,236.049,,,
29600,0.32,Ideal,5,H,VVS2,6,628,937.66,281.298,,,
29601,1.56,Ideal,5,G,VS1,4,14957,10461.78,3138.534,,,
29602,0.81,Very Good,3,G,SI2,2,2095,2927.83,878.349,,,
29603,1.27,Very Good,3,J,VS2,5,5455,8159.81,2447.943,,,
29604,1.01,Very Good,3,G,VS1,4,6632,5518.43,1655.529,,,
29605,0.32,Ideal,5,I,VS2,5,576,483.66,145.098,,,
29606,0.23,Very Good,3,D,VVS2,6,530,-135.71,-40.713,,,
29607,0.41,Good,2,F,SI1,3,676,-141.47,-42.441,,,
29608,1.03,Premium,4,H,VS1,4,5523,5844.79,1753.437,,,
29609,1.01,Premium,4,E,VS2,5,4706,6130.53,1839.159,,,
29610,2,Very Good,3,E,SI1,3,18709,13393.3,4017.99,,,
29611,1.01,Premium,4,F,SI1,3,4989,5222.53,1566.759,,,
29612,0.7,Premium,4,F,SI1,3,2596,2614.5,784.35,,,
29613,1.51,Very Good,3,J,SI2,2,6171,8816.93,2645.079,,,
29614,1,Premium,4,D,SI1,3,5096,5138.4,1541.52,,,
29615,1.7,Premium,4,E,SI2,2,9596,10573.5,3172.05,,,
29616,0.37,Very Good,3,H,VS1,4,695,134.11,40.233,,,
29617,1.01,Premium,4,F,SI1,3,4899,5222.53,1566.759,,,
29618,0.3,Very Good,3,G,VVS1,7,691,907.2,272.16,,,
29619,1.57,Ideal,5,I,VS2,5,10964,10999.91,3299.973,,,
29620,0.39,Good,2,G,VVS2,6,894,1052.27,315.681,,,
29621,0.48,Premium,4,F,VS2,5,1279,1671.64,501.492,,,
29622,0.7,Ideal,5,I,VVS1,7,2492,4588.6,1376.58,,,
29623,0.65,Premium,4,E,SI2,2,1640,1739.85,521.955,,,
29624,0.32,Premium,4,G,SI1,3,612,-582.44,-174.732,,,
29625,0.73,Ideal,5,I,VVS2,6,2513,4386.99,1316.097,,,
29626,1,Premium,4,G,IF,8,7822,7408.4,2222.52,,,
29627,1.01,Good,2,G,VS2,5,5599,5814.33,1744.299,,,
29628,0.3,Premium,4,E,SI2,2,540,-1204.7,-361.41,,,
29629,0.37,Premium,4,D,SI1,3,874,-161.79,-48.537,,,
29630,1.01,Very Good,3,H,SI1,3,4873,5064.43,1519.329,,,
29631,1,Premium,4,E,VS2,5,6600,6046.4,1813.92,,,
29632,0.35,Very Good,3,D,SI2,2,669,-942.15,-282.645,,,
29633,1.04,Ideal,5,G,VS2,5,6773,6541.02,1962.306,,,
29634,0.78,Ideal,5,E,SI2,2,2340,2991.64,897.492,,,
29635,1.09,Ideal,5,E,VS2,5,7978,6961.67,2088.501,,,
29636,0.43,Premium,4,F,SI1,3,1016,342.99,102.897,,,
29637,0.9,Premium,4,G,SI2,2,3326,3843.1,1152.93,,,
29638,0.4,Ideal,5,E,SI1,3,945,248.7,74.61,,,
29639,1.55,Premium,4,J,VS2,5,8055,10673.55,3202.065,,,
29640,1.56,Ideal,5,J,VS2,5,7809,10915.78,3274.734,,,
29641,0.36,Good,2,D,SI1,3,663,-562.12,-168.636,,,
29642,0.42,Very Good,3,G,VS1,4,921,554.76,166.428,,,
29643,0.28,Very Good,3,G,SI1,3,382,-1077.06,-323.118,,,
29644,0.5,Good,2,E,SI1,3,1155,615.7,184.71,,,
29645,0.51,Premium,4,E,VS2,5,1781,1924.03,577.209,,,
29646,0.53,Ideal,5,I,SI1,3,1127,1342.39,402.717,,,
29647,1.1,Premium,4,G,VS1,4,7399,6433.7,1930.11,,,
29648,0.24,Ideal,5,E,VVS1,7,752,718.62,215.586,,,
29649,0.41,Premium,4,I,SI2,2,692,-279.27,-83.781,,,
29650,0.4,Premium,4,D,VVS2,6,1323,1452.6,435.78,,,
29651,0.3,Ideal,5,E,VS2,5,658,315.4,94.62,,,
29652,1.51,Premium,4,G,SI1,3,10688,9429.03,2828.709,,,
29653,1.25,Premium,4,H,SI2,2,5950,6787.65,2036.295,,,
29654,0.31,Very Good,3,H,VVS1,7,651,991.33,297.399,,,
29655,0.71,Ideal,5,G,VS1,4,3431,3310.73,993.219,,,
29656,0.41,Premium,4,H,SI2,2,836,-279.27,-83.781,,,
29657,1.29,Premium,4,J,VS2,5,5815,8486.17,2545.851,,,
29658,0.4,Very Good,3,D,VS2,5,918,840.5,252.15,,,
29659,2.02,Very Good,3,H,SI2,2,15666,13107.56,3932.268,,,
29660,0.52,Ideal,5,G,VVS2,6,2012,2620.26,786.078,,,
29661,1.01,Very Good,3,J,SI1,3,4346,5064.43,1519.329,,,
29662,1.12,Ideal,5,G,SI2,2,4990,5852.06,1755.618,,,
29663,0.34,Ideal,5,I,SI1,3,469,-256.08,-76.824,,,
29664,0.34,Ideal,5,H,VS1,4,596,197.92,59.376,,,
29665,0.4,Good,2,G,VS1,4,820,228.4,68.52,,,
29666,1.01,Fair,1,E,VS2,5,5882,5656.23,1696.869,,,
29667,0.44,Good,2,E,SI1,3,756,110.92,33.276,,,
29668,1.26,Premium,4,F,VS1,4,10076,7779.78,2333.934,,,
29669,2.22,Premium,4,I,SI1,3,18432,15402.26,4620.678,,,
29670,1.25,Premium,4,G,SI2,2,4340,6787.65,2036.295,,,
29671,1.91,Premium,4,I,SI1,3,13092,12794.23,3838.269,,,
29672,0.9,Good,2,F,SI1,3,3724,3980.9,1194.27,,,
29673,1.01,Fair,1,D,SI2,2,3871,4294.23,1288.269,,,
29674,2.02,Premium,4,I,VS2,5,15808,14627.66,4388.298,,,
29675,0.34,Premium,4,I,VS2,5,612,493.82,148.146,,,
29676,0.65,Ideal,5,F,VVS2,6,2921,3713.95,1114.185,,,
29677,1.08,Ideal,5,G,VS2,5,6931,6877.54,2063.262,,,
29678,0.71,Ideal,5,E,VS2,5,3191,3764.73,1129.419,,,
29679,0.54,Ideal,5,E,SI1,3,1422,1426.52,427.956,,,
29680,1.02,Very Good,3,E,SI2,2,4398,4694.56,1408.368,,,
29681,0.23,Very Good,3,F,VVS1,7,583,318.29,95.487,,,
29682,0.43,Very Good,3,D,SI2,2,858,-269.11,-80.733,,,
29683,1.01,Premium,4,G,SI1,3,4395,5222.53,1566.759,,,
29684,2.05,Very Good,3,I,SI2,2,12839,13359.95,4007.985,,,
29685,0.29,Very Good,3,G,VVS2,6,541,369.07,110.721,,,
29686,0.55,Ideal,5,E,SI1,3,1609,1510.65,453.195,,,
29687,0.65,Ideal,5,E,VS2,5,2282,3259.95,977.985,,,
29688,0.51,Ideal,5,E,SI1,3,1732,1174.13,352.239,,,
29689,1.34,Premium,4,G,VS2,5,7780,8906.82,2672.046,,,
29690,1.21,Ideal,5,G,VS1,4,8759,7517.23,2255.169,,,
29691,0.71,Ideal,5,I,VVS2,6,2817,4218.73,1265.619,,,
29692,0.31,Ideal,5,F,VVS2,6,700,853.53,256.059,,,
29693,0.31,Ideal,5,G,SI1,3,593,-508.47,-152.541,,,
29694,0.26,Very Good,3,F,VVS1,7,679,570.68,171.204,,,
29695,1.03,Ideal,5,I,SI1,3,4434,5548.89,1664.667,,,
29696,0.92,Premium,4,D,SI2,2,3550,4011.36,1203.408,,,
29697,1.02,Very Good,3,I,SI2,2,4084,4694.56,1408.368,,,
29698,0.93,Ideal,5,E,SI2,2,3990,4253.59,1276.077,,,
29699,0.34,Ideal,5,D,VVS1,7,1133,1559.92,467.976,,,
29700,0.41,Ideal,5,F,IF,8,1439,2602.83,780.849,,,
29701,0.41,Very Good,3,E,VVS1,7,1249,1832.63,549.789,,,
29702,0.37,Ideal,5,G,IF,8,1056,2266.31,679.893,,,
29703,1.06,Premium,4,D,SI1,3,5817,5643.18,1692.954,,,
29704,1,Fair,1,H,SI2,2,2856,4210.1,1263.03,,,
29705,1.23,Premium,4,F,VVS2,6,10844,8435.39,2530.617,,,
29706,1.04,Premium,4,G,VS2,5,6709,6382.92,1914.876,,,
29707,0.71,Ideal,5,E,VS1,4,3081,3310.73,993.219,,,
29708,0.7,Very Good,3,E,SI2,2,2066,2002.4,600.72,,,
29709,0.7,Very Good,3,E,SI1,3,2349,2456.4,736.92,,,
29710,0.78,Very Good,3,E,SI1,3,3385,3129.44,938.832,,,
29711,1.06,Ideal,5,G,VVS2,6,9645,7163.28,2148.984,,,
29712,0.32,Ideal,5,E,VS1,4,825,29.66,8.898,,,
29713,1.7,Good,2,G,SI1,3,11180,10711.3,3213.39,,,
29714,0.57,Ideal,5,H,VS2,5,1573,2586.91,776.073,,,
29715,1,Ideal,5,H,VVS1,7,6535,7112.5,2133.75,,,
29716,0.28,Premium,4,H,VVS1,7,646,897.04,269.112,,,
29717,0.74,Very Good,3,F,SI2,2,2319,2338.92,701.676,,,
29718,1.29,Ideal,5,I,VS2,5,6509,8644.27,2593.281,,,
29719,1.13,Ideal,5,G,SI1,3,6133,6390.19,1917.057,,,
29720,0.59,Very Good,3,G,VS2,5,1623,2438.97,731.691,,,
29721,0.94,Premium,4,E,SI2,2,4027,4179.62,1253.886,,,
29722,1.01,Ideal,5,G,VS2,5,6439,6288.63,1886.589,,,
29723,0.32,Premium,4,D,SI1,3,589,-582.44,-174.732,,,
29724,1.93,Ideal,5,F,SI1,3,18306,13120.59,3936.177,,,
29725,0.59,Very Good,3,H,VS1,4,1561,1984.97,595.491,,,
29726,0.55,Ideal,5,F,VS2,5,1709,2418.65,725.595,,,
29727,0.73,Ideal,5,G,SI1,3,2654,3024.99,907.497,,,
29728,0.91,Premium,4,E,VS2,5,5055,5289.23,1586.769,,,
29729,0.63,Premium,4,H,VS1,4,1921,2479.59,743.877,,,
29730,0.74,Ideal,5,D,VS1,4,3746,3563.12,1068.936,,,
29731,0.5,Premium,4,H,IF,8,1846,3201.9,960.57,,,
29732,0.53,Very Good,3,F,SI1,3,1322,1026.19,307.857,,,
29733,2.01,Premium,4,I,SI2,2,9658,13181.53,3954.459,,,
29734,1,Fair,1,G,I1,1,2398,3756.1,1126.83,,,
29735,0.35,Good,2,D,SI1,3,644,-646.25,-193.875,,,
29736,0.31,Premium,4,G,SI1,3,593,-666.57,-199.971,,,
29737,0.34,Premium,4,F,VS2,5,686,493.82,148.146,,,
29738,0.7,Ideal,5,F,VS1,4,2726,3226.6,967.98,,,
29739,2.01,Ideal,5,H,VS2,5,15395,14701.63,4410.489,,,
29740,0.91,Premium,4,F,SI2,2,3618,3927.23,1178.169,,,
29741,0.9,Very Good,3,D,SI1,3,4068,4139,1241.7,,,
29742,1.02,Very Good,3,F,SI2,2,4241,4694.56,1408.368,,,
29743,1.03,Premium,4,D,SI1,3,6056,5390.79,1617.237,,,
29744,0.5,Ideal,5,H,VS1,4,1637,1544,463.2,,,
29745,0.85,Fair,1,H,I1,1,1274,2494.15,748.245,,,
29746,0.9,Very Good,3,H,VS2,5,4155,5047,1514.1,,,
29747,1.33,Ideal,5,F,IF,8,18435,10342.79,3102.837,,,
29748,0.58,Ideal,5,F,VS2,5,1706,2671.04,801.312,,,
29749,0.34,Premium,4,H,VS1,4,596,39.82,11.946,,,
29750,0.61,Very Good,3,E,VS2,5,1884,2607.23,782.169,,,
29751,0.7,Ideal,5,D,VS1,4,3093,3226.6,967.98,,,
29752,1.12,Ideal,5,G,VS1,4,7632,6760.06,2028.018,,,
29753,0.78,Very Good,3,G,SI1,3,2721,3129.44,938.832,,,
29754,0.3,Very Good,3,G,VVS2,6,684,453.2,135.96,,,
29755,0.43,Good,2,J,SI2,2,490,-427.21,-128.163,,,
29756,0.56,Ideal,5,G,IF,8,2321,3864.78,1159.434,,,
29757,1.27,Ideal,5,D,SI1,3,8256,7568.01,2270.403,,,
29758,0.7,Ideal,5,F,VS1,4,2940,3226.6,967.98,,,
29759,0.37,Very Good,3,D,VS1,4,820,134.11,40.233,,,
29760,0.76,Ideal,5,F,VS2,5,3257,4185.38,1255.614,,,
29761,0.43,Very Good,3,E,SI2,2,688,-269.11,-80.733,,,
29762,0.51,Ideal,5,G,VS1,4,1708,1628.13,488.439,,,
29763,2.06,Premium,4,G,SI2,2,17650,13602.18,4080.654,,,
29764,0.51,Very Good,3,H,SI1,3,1008,857.93,257.379,,,
29765,0.52,Ideal,5,E,VS2,5,1743,2166.26,649.878,,,
29766,1,Good,2,D,I1,1,2657,3914.2,1174.26,,,
29767,0.57,Ideal,5,F,IF,8,2656,3948.91,1184.673,,,
29768,1,Premium,4,I,SI1,3,3360,5138.4,1541.52,,,
29769,0.35,Ideal,5,E,SI2,2,491,-625.95,-187.785,,,
29770,0.65,Good,2,F,SI1,3,1843,1877.65,563.295,,,
29771,0.51,Ideal,5,F,VVS2,6,2203,2536.13,760.839,,,
29772,0.4,Premium,4,F,VVS2,6,1088,1452.6,435.78,,,
29773,1,Premium,4,E,VS2,5,7168,6046.4,1813.92,,,
29774,0.51,Very Good,3,D,SI1,3,1442,857.93,257.379,,,
29775,1.03,Ideal,5,G,SI2,2,4407,5094.89,1528.467,,,
29776,0.72,Premium,4,J,VS2,5,1846,3690.76,1107.228,,,
29777,0.5,Very Good,3,E,SI1,3,1316,773.8,232.14,,,
29778,0.32,Ideal,5,F,VVS1,7,841,1391.66,417.498,,,
29779,0.32,Ideal,5,F,VS2,5,828,483.66,145.098,,,
29780,0.7,Very Good,3,F,SI1,3,2230,2456.4,736.92,,,
29781,0.7,Ideal,5,H,IF,8,3309,5042.6,1512.78,,,
29782,0.39,Ideal,5,G,SI1,3,675,164.57,49.371,,,
29783,0.5,Ideal,5,E,VVS2,6,2346,2452,735.6,,,
29784,2.06,Premium,4,I,SI2,2,13912,13602.18,4080.654,,,
29785,1,Very Good,3,F,SI2,2,4081,4526.3,1357.89,,,
29786,1.54,Premium,4,E,SI2,2,8020,9227.42,2768.226,,,
29787,0.38,Premium,4,F,VS1,4,1101,376.34,112.902,,,
29788,0.51,Ideal,5,E,SI1,3,1443,1174.13,352.239,,,
29789,0.62,Ideal,5,G,VS1,4,2178,2553.56,766.068,,,
29790,1.02,Good,2,I,VS1,4,4478,5444.46,1633.338,,,
29791,0.42,Premium,4,F,VS1,4,1103,712.86,213.858,,,
29792,0.7,Very Good,3,F,SI1,3,2662,2456.4,736.92,,,
29793,0.71,Ideal,5,H,SI1,3,2326,2856.73,857.019,,,
29794,0.42,Ideal,5,E,VS2,5,958,1324.96,397.488,,,
29795,0.79,Very Good,3,I,SI1,3,2095,3213.57,964.071,,,
29796,0.33,Ideal,5,F,VVS1,7,1021,1475.79,442.737,,,
29797,0.32,Premium,4,F,IF,8,1080,1687.56,506.268,,,
29798,0.34,Premium,4,F,VS2,5,880,493.82,148.146,,,
29799,1.44,Very Good,3,H,SI2,2,7128,8228.02,2468.406,,,
29800,0.52,Premium,4,E,VS1,4,1739,1554.16,466.248,,,
29801,0.33,Very Good,3,D,SI1,3,728,-656.41,-196.923,,,
29802,0.8,Good,2,E,VS2,5,3273,4047.6,1214.28,,,
29803,2.77,Premium,4,H,I1,1,10424,19121.41,5736.423,,,
29804,1.4,Ideal,5,H,SI1,3,8075,8661.7,2598.51,,,
29805,0.34,Good,2,F,SI2,2,447,-1184.38,-355.314,,,
29806,0.41,Premium,4,E,SI1,3,969,174.73,52.419,,,
29807,0.56,Ideal,5,D,VS1,4,2026,2048.78,614.634,,,
29808,0.68,Good,2,F,SI1,3,1924,2130.04,639.012,,,
29809,0.61,Very Good,3,H,VVS2,6,1970,3061.23,918.369,,,
29810,0.43,Premium,4,H,SI1,3,919,342.99,102.897,,,
29811,0.42,Ideal,5,F,VVS2,6,1142,1778.96,533.688,,,
29812,0.4,Ideal,5,G,VS2,5,825,1156.7,347.01,,,
29813,0.35,Good,2,E,VS2,5,711,261.75,78.525,,,
29814,1.28,Good,2,H,SI2,2,5018,6723.84,2017.152,,,
29815,0.9,Good,2,G,VS1,4,4395,4434.9,1330.47,,,
29816,0.32,Ideal,5,F,VS2,5,773,483.66,145.098,,,
29817,0.72,Premium,4,E,VVS1,7,3566,4598.76,1379.628,,,
29818,2.01,Good,2,D,SI2,2,16624,12865.33,3859.599,,,
29819,0.92,Premium,4,F,SI2,2,3282,4011.36,1203.408,,,
29820,1.5,Premium,4,H,SI2,2,5937,8890.9,2667.27,,,
29821,0.3,Very Good,3,E,VS2,5,658,-0.8,-0.24,,,
29822,0.36,Premium,4,G,SI1,3,689,-245.92,-73.776,,,
29823,0.56,Ideal,5,H,VVS1,7,1941,3410.78,1023.234,,,
29824,1.5,Ideal,5,I,VS2,5,9408,10411,3123.3,,,
29825,0.39,Premium,4,E,VS2,5,951,914.47,274.341,,,
29826,0.3,Good,2,G,VVS2,6,678,295.1,88.53,,,
29827,0.7,Good,2,E,VS1,4,2952,2752.3,825.69,,,
29828,0.51,Very Good,3,D,SI1,3,1237,857.93,257.379,,,
29829,0.7,Very Good,3,I,VS2,5,1867,3364.4,1009.32,,,
29830,1.53,Ideal,5,E,SI1,3,12791,9755.39,2926.617,,,
29831,0.3,Ideal,5,G,VS1,4,605,-138.6,-41.58,,,
29832,0.9,Good,2,E,SI1,3,3449,3980.9,1194.27,,,
29833,1.51,Fair,1,H,SI1,3,7509,8954.73,2686.419,,,
29834,0.26,Ideal,5,I,VS1,4,578,-475.12,-142.536,,,
29835,0.52,Ideal,5,I,IF,8,1988,3528.26,1058.478,,,
29836,1.3,Premium,4,H,VS2,5,7536,8570.3,2571.09,,,
29837,0.34,Ideal,5,E,SI1,3,765,-256.08,-76.824,,,
29838,0.9,Good,2,G,SI1,3,3816,3980.9,1194.27,,,
29839,0.43,Very Good,3,H,VS2,5,792,1092.89,327.867,,,
29840,0.45,Ideal,5,G,VVS2,6,1213,2031.35,609.405,,,
29841,0.7,Ideal,5,G,SI2,2,2270,2318.6,695.58,,,
29842,1.05,Ideal,5,F,VS2,5,6403,6625.15,1987.545,,,
29843,1,Premium,4,F,SI1,3,5410,5138.4,1541.52,,,
29844,0.36,Ideal,5,D,SI2,2,689,-541.82,-162.546,,,
29845,1.06,Premium,4,E,VS2,5,6838,6551.18,1965.354,,,
29846,0.3,Good,2,F,SI2,2,394,-1520.9,-456.27,,,
29847,0.3,Premium,4,D,VS2,5,710,157.3,47.19,,,
29848,0.51,Good,2,E,SI1,3,1170,699.83,209.949,,,
29849,0.34,Premium,4,I,VVS2,6,596,947.82,284.346,,,
29850,0.6,Good,2,G,VS2,5,1793,2365,709.5,,,
29851,0.32,Premium,4,F,VS2,5,645,325.56,97.668,,,
29852,0.91,Ideal,5,G,VS1,4,4029,4993.33,1497.999,,,
29853,0.31,Ideal,5,D,VVS2,6,779,853.53,256.059,,,
29854,0.51,Good,2,J,SI1,3,1071,699.83,209.949,,,
29855,0.3,Very Good,3,H,VS2,5,473,-0.8,-0.24,,,
29856,0.33,Premium,4,E,VS2,5,928,409.69,122.907,,,
29857,1.02,Very Good,3,E,SI2,2,4286,4694.56,1408.368,,,
29858,1.72,Very Good,3,I,VVS2,6,12396,12399.66,3719.898,,,
29859,1.08,Ideal,5,H,VS2,5,5839,6877.54,2063.262,,,
29860,0.7,Good,2,G,VS2,5,2282,3206.3,961.89,,,
29861,1,Good,2,D,VS2,5,7026,5730.2,1719.06,,,
29862,0.3,Ideal,5,D,VS2,5,911,315.4,94.62,,,
29863,0.7,Premium,4,E,VS1,4,2887,3068.5,920.55,,,
29864,0.45,Good,2,E,SI1,3,829,195.05,58.515,,,
29865,0.53,Premium,4,E,VS2,5,1813,2092.29,627.687,,,
29866,0.31,Premium,4,E,SI2,2,435,-1120.57,-336.171,,,
29867,0.7,Ideal,5,D,SI1,3,2822,2772.6,831.78,,,
29868,2.31,Premium,4,J,VS1,4,17451,16613.43,4984.029,,,
29869,0.67,Good,2,F,VS2,5,2309,2953.91,886.173,,,
29870,0.37,Ideal,5,G,VS2,5,833,904.31,271.293,,,
29871,1.13,Ideal,5,J,SI2,2,4371,5936.19,1780.857,,,
29872,1.1,Very Good,3,F,VS2,5,7174,6729.6,2018.88,,,
29873,0.7,Premium,4,H,SI1,3,2331,2614.5,784.35,,,
29874,1.02,Very Good,3,G,VS1,4,6126,5602.56,1680.768,,,
29875,0.91,Good,2,F,VVS2,6,5225,5427.03,1628.109,,,
29876,0.62,Ideal,5,D,VVS1,7,3968,3915.56,1174.668,,,
29877,0.4,Ideal,5,E,VVS1,7,1824,2064.7,619.41,,,
29878,0.71,Premium,4,J,SI2,2,1305,2244.63,673.389,,,
29879,0.9,Premium,4,G,SI1,3,4455,4297.1,1289.13,,,
29880,0.7,Ideal,5,F,VS1,4,2792,3226.6,967.98,,,
29881,0.43,Very Good,3,G,IF,8,1286,2454.89,736.467,,,
29882,1.36,Premium,4,G,I1,1,4509,7259.08,2177.724,,,
29883,0.32,Ideal,5,H,VS2,5,523,483.66,145.098,,,
29884,0.96,Very Good,3,G,SI2,2,3951,4189.78,1256.934,,,
29885,1.12,Ideal,5,G,VVS2,6,10305,7668.06,2300.418,,,
29886,0.7,Premium,4,E,SI2,2,2442,2160.5,648.15,,,
29887,1.42,Premium,4,G,VS1,4,11434,9125.86,2737.758,,,
29888,1.5,Very Good,3,H,SI1,3,7459,9186.8,2756.04,,,
29889,0.24,Good,2,F,VS1,4,373,-1117.68,-335.304,,,
29890,0.9,Very Good,3,G,VVS2,6,5102,5501,1650.3,,,
