id,carat,cut,cut_ord,color,clarity,clarity_ord,retail_price,company_price,retail_price_if_1_carat_more,diff_btwn_carats,carat_squared,,Linear Regression model - provides an equation to use to predict the prices.,,,,,,,"1.    According to the model, if a diamond is 1 carat heavier than another with the same cut, how much more should I expect to pay? Why?"
989,0.72,Premium,4,I,SI1,3,2782.76,834.828,11195.76,8413,-2604.76993,,,,,,,,,
1015,0.72,Very Good,3,J,SI1,3,2624.66,787.398,11037.66,8413,-2762.86993,,,,,,,,,
1209,0.72,Very Good,3,F,VVS1,7,4440.66,1332.198,12853.66,8413,-946.8699299,,,,,,,,,
1226,0.72,Very Good,3,H,VS1,4,3078.66,923.598,11491.66,8413,-2308.86993,,,,,,,,,
1322,0.72,Premium,4,J,I1,1,1874.76,562.428,10287.76,8413,-3512.76993,,,,,,,,,
1327,0.72,Ideal,5,H,VS1,4,3394.86,1018.458,11807.86,8413,-1992.66993,,,,,,,,,
1370,0.72,Fair,1,H,SI2,2,1854.46,556.338,10267.46,8413,-3533.06993,,,,,,,,,
1484,0.72,Ideal,5,H,VVS1,7,4756.86,1427.058,13169.86,8413,-630.6699299,,,,,,,,,
1499,0.72,Very Good,3,E,SI1,3,2624.66,787.398,11037.66,8413,-2762.86993,,,,,,,,,
1589,0.72,Premium,4,F,SI1,3,2782.76,834.828,11195.76,8413,-2604.76993,,,,,,,,,
1598,0.72,Premium,4,D,SI2,2,2328.76,698.628,10741.76,8413,-3058.76993,,,,,,,,,
1676,0.72,Ideal,5,F,SI2,2,2486.86,746.058,10899.86,8413,-2900.66993,,,,,,,,,
1680,0.72,Good,2,F,VS2,5,3374.56,1012.368,11787.56,8413,-2012.96993,,,,,,,,,
1745,0.72,Ideal,5,F,VVS2,6,4302.86,1290.858,12715.86,8413,-1084.66993,,,,,,,,,
1852,0.72,Very Good,3,G,VS1,4,3078.66,923.598,11491.66,8413,-2308.86993,,,,,,,,,
1923,0.72,Very Good,3,E,VS2,5,3532.66,1059.798,11945.66,8413,-1854.86993,,,,,,,,,
1934,0.72,Very Good,3,E,SI1,3,2624.66,787.398,11037.66,8413,-2762.86993,,,,,,,,,
1980,0.72,Ideal,5,G,VS2,5,3848.86,1154.658,12261.86,8413,-1538.66993,,,,,,,,,
2055,0.72,Very Good,3,E,SI1,3,2624.66,787.398,11037.66,8413,-2762.86993,,,,,,,,,
2116,0.72,Ideal,5,H,VVS2,6,4302.86,1290.858,12715.86,8413,-1084.66993,,,,,,,,,
2352,0.72,Ideal,5,H,SI2,2,2486.86,746.058,10899.86,8413,-2900.66993,,,,,,,,,
2357,0.72,Ideal,5,I,VS1,4,3394.86,1018.458,11807.86,8413,-1992.66993,,,,,,,,,
2470,0.72,Very Good,3,E,VVS2,6,3986.66,1195.998,12399.66,8413,-1400.86993,,,,,,,,,
2612,0.72,Premium,4,H,VS2,5,3690.76,1107.228,12103.76,8413,-1696.76993,,,,,,,,,
2664,0.72,Ideal,5,E,VS2,5,3848.86,1154.658,12261.86,8413,-1538.66993,,,,,,,,,
2672,0.72,Very Good,3,J,VS1,4,3078.66,923.598,11491.66,8413,-2308.86993,,,,,,,,,
2781,0.72,Very Good,3,E,SI2,2,2170.66,651.198,10583.66,8413,-3216.86993,,,,,,,,,
2932,0.72,Ideal,5,H,VS1,4,3394.86,1018.458,11807.86,8413,-1992.66993,,,,,,,,,
2996,0.72,Ideal,5,F,SI2,2,2486.86,746.058,10899.86,8413,-2900.66993,,,,,,,,,
29,0.73,Ideal,5,G,SI1,3,3024.99,907.497,11437.99,8413,-2383.314025,,,,,,,,,
208,0.73,Ideal,5,D,SI2,2,2570.99,771.297,10983.99,8413,-2837.314025,,,,,,,,,
210,0.73,Premium,4,E,SI1,3,2866.89,860.067,11279.89,8413,-2541.414025,,,,,,,,,
236,0.73,Ideal,5,E,SI2,2,2570.99,771.297,10983.99,8413,-2837.314025,,,,,,,,,
265,0.73,Ideal,5,H,SI1,3,3024.99,907.497,11437.99,8413,-2383.314025,,,,,,,,,
312,0.73,Ideal,5,H,SI1,3,3024.99,907.497,11437.99,8413,-2383.314025,,,,,,,,,
536,0.73,Premium,4,G,VVS2,6,4228.89,1268.667,12641.89,8413,-1179.414025,,,,,,,,,
600,0.73,Ideal,5,D,VS2,5,3932.99,1179.897,12345.99,8413,-1475.314025,,,,,,,,,
701,0.73,Ideal,5,D,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
1019,0.73,Ideal,5,E,VVS2,6,4386.99,1316.097,12799.99,8413,-1021.314025,,,,,,,,,
1106,0.73,Ideal,5,G,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
1139,0.73,Ideal,5,E,VS2,5,3932.99,1179.897,12345.99,8413,-1475.314025,,,,,,,,,
1163,0.73,Ideal,5,E,SI2,2,2570.99,771.297,10983.99,8413,-2837.314025,,,,,,,,,
1451,0.73,Very Good,3,G,SI1,3,2708.79,812.637,11121.79,8413,-2699.514025,,,,,,,,,
1493,0.73,Ideal,5,E,SI1,3,3024.99,907.497,11437.99,8413,-2383.314025,,,,,,,,,
1639,0.73,Very Good,3,G,SI2,2,2254.79,676.437,10667.79,8413,-3153.514025,,,,,,,,,
1729,0.73,Very Good,3,H,VS1,4,3162.79,948.837,11575.79,8413,-2245.514025,,,,,,,,,
1812,0.73,Ideal,5,G,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
1836,0.73,Premium,4,E,SI1,3,2866.89,860.067,11279.89,8413,-2541.414025,,,,,,,,,
1864,0.73,Ideal,5,I,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
1924,0.73,Premium,4,E,VS2,5,3774.89,1132.467,12187.89,8413,-1633.414025,,,,,,,,,
2079,0.73,Ideal,5,I,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
2113,0.73,Ideal,5,G,VS2,5,3932.99,1179.897,12345.99,8413,-1475.314025,,,,,,,,,
2115,0.73,Premium,4,E,SI2,2,2412.89,723.867,10825.89,8413,-2995.414025,,,,,,,,,
2224,0.73,Ideal,5,G,SI2,2,2570.99,771.297,10983.99,8413,-2837.314025,,,,,,,,,
2468,0.73,Very Good,3,E,SI2,2,2254.79,676.437,10667.79,8413,-3153.514025,,,,,,,,,
2532,0.73,Ideal,5,G,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
2533,0.73,Very Good,3,J,VS2,5,3616.79,1085.037,12029.79,8413,-1791.514025,,,,,,,,,
2589,0.73,Ideal,5,F,VVS1,7,4840.99,1452.297,13253.99,8413,-567.3140248,,,,,,,,,
2630,0.73,Ideal,5,E,VS1,4,3478.99,1043.697,11891.99,8413,-1929.314025,,,,,,,,,
2764,0.73,Ideal,5,H,VVS2,6,4386.99,1316.097,12799.99,8413,-1021.314025,,,,,,,,,
2945,0.73,Premium,4,F,SI1,3,2866.89,860.067,11279.89,8413,-2541.414025,,,,,,,,,
12,0.74,Ideal,5,G,SI1,3,3109.12,932.736,11522.12,8413,-2313.965599,,,,,,,,,
205,0.74,Ideal,5,E,VS2,5,4017.12,1205.136,12430.12,8413,-1405.965599,,,,,,,,,
633,0.74,Ideal,5,J,VS1,4,3563.12,1068.936,11976.12,8413,-1859.965599,,,,,,,,,
734,0.74,Very Good,3,E,SI2,2,2338.92,701.676,10751.92,8413,-3084.165599,,,,,,,,,
965,0.74,Ideal,5,E,VS2,5,4017.12,1205.136,12430.12,8413,-1405.965599,,,,,,,,,
1152,0.74,Ideal,5,F,VVS1,7,4925.12,1477.536,13338.12,8413,-497.9655988,,,,,,,,,
1165,0.74,Premium,4,D,SI1,3,2951.02,885.306,11364.02,8413,-2472.065599,,,,,,,,,
1174,0.74,Very Good,3,D,VS2,5,3700.92,1110.276,12113.92,8413,-1722.165599,,,,,,,,,
1175,0.74,Ideal,5,G,VVS2,6,4471.12,1341.336,12884.12,8413,-951.9655988,,,,,,,,,
1296,0.74,Ideal,5,G,VS2,5,4017.12,1205.136,12430.12,8413,-1405.965599,,,,,,,,,
1652,0.74,Very Good,3,D,SI2,2,2338.92,701.676,10751.92,8413,-3084.165599,,,,,,,,,
1824,0.74,Ideal,5,G,SI2,2,2655.12,796.536,11068.12,8413,-2767.965599,,,,,,,,,
1886,0.74,Very Good,3,E,SI2,2,2338.92,701.676,10751.92,8413,-3084.165599,,,,,,,,,
2081,0.74,Ideal,5,F,VS1,4,3563.12,1068.936,11976.12,8413,-1859.965599,,,,,,,,,
2242,0.74,Ideal,5,E,SI2,2,2655.12,796.536,11068.12,8413,-2767.965599,,,,,,,,,
2413,0.74,Fair,1,G,SI1,3,2476.72,743.016,10889.72,8413,-2946.365599,,,,,,,,,
2575,0.74,Ideal,5,E,SI1,3,3109.12,932.736,11522.12,8413,-2313.965599,,,,,,,,,
2632,0.74,Ideal,5,E,SI1,3,3109.12,932.736,11522.12,8413,-2313.965599,,,,,,,,,
130,0.75,Very Good,3,F,VS1,4,3331.05,999.315,11744.05,8413,-2100.257849,,,,,,,,,
185,0.75,Good,2,E,SI2,2,2264.95,679.485,10677.95,8413,-3166.357849,,,,,,,,,
188,0.75,Good,2,E,SI1,3,2718.95,815.685,11131.95,8413,-2712.357849,,,,,,,,,
400,0.75,Fair,1,J,VS1,4,3014.85,904.455,11427.85,8413,-2416.457849,,,,,,,,,
438,0.75,Ideal,5,G,SI2,2,2739.25,821.775,11152.25,8413,-2692.057849,,,,,,,,,
1068,0.75,Ideal,5,D,SI2,2,2739.25,821.775,11152.25,8413,-2692.057849,,,,,,,,,
1545,0.75,Ideal,5,E,SI2,2,2739.25,821.775,11152.25,8413,-2692.057849,,,,,,,,,
1619,0.75,Ideal,5,H,SI1,3,3193.25,957.975,11606.25,8413,-2238.057849,,,,,,,,,
1648,0.75,Very Good,3,E,SI1,3,2877.05,863.115,11290.05,8413,-2554.257849,,,,,,,,,
2661,0.75,Premium,4,F,SI1,3,3035.15,910.545,11448.15,8413,-2396.157849,,,,,,,,,
2822,0.75,Very Good,3,G,SI1,3,2877.05,863.115,11290.05,8413,-2554.257849,,,,,,,,,
2849,0.75,Ideal,5,G,SI1,3,3193.25,957.975,11606.25,8413,-2238.057849,,,,,,,,,
207,0.76,Ideal,5,D,VS1,4,3731.38,1119.414,12144.38,8413,-1700.970362,,,,,,,,,
211,0.76,Premium,4,I,VS2,5,4027.28,1208.184,12440.28,8413,-1405.070362,,,,,,,,,
319,0.76,Ideal,5,J,SI1,3,3277.38,983.214,11690.38,8413,-2154.970362,,,,,,,,,
338,0.76,Premium,4,F,SI1,3,3119.28,935.784,11532.28,8413,-2313.070362,,,,,,,,,
370,0.76,Ideal,5,H,VS2,5,4185.38,1255.614,12598.38,8413,-1246.970362,,,,,,,,,
475,0.76,Very Good,3,J,VS1,4,3415.18,1024.554,11828.18,8413,-2017.170362,,,,,,,,,
695,0.76,Good,2,G,IF,8,5073.08,1521.924,13486.08,8413,-359.2703616,,,,,,,,,
1253,0.76,Very Good,3,G,VS2,5,3869.18,1160.754,12282.18,8413,-1563.170362,,,,,,,,,
1368,0.76,Very Good,3,H,SI1,3,2961.18,888.354,11374.18,8413,-2471.170362,,,,,,,,,
1526,0.76,Very Good,3,H,VS2,5,3869.18,1160.754,12282.18,8413,-1563.170362,,,,,,,,,
1681,0.76,Premium,4,E,SI2,2,2665.28,799.584,11078.28,8413,-2767.070362,,,,,,,,,
1753,0.76,Premium,4,I,VVS1,7,4935.28,1480.584,13348.28,8413,-497.0703616,,,,,,,,,
1762,0.76,Very Good,3,H,SI1,3,2961.18,888.354,11374.18,8413,-2471.170362,,,,,,,,,
1870,0.76,Premium,4,E,SI2,2,2665.28,799.584,11078.28,8413,-2767.070362,,,,,,,,,
1872,0.76,Ideal,5,F,VS2,5,4185.38,1255.614,12598.38,8413,-1246.970362,,,,,,,,,
1918,0.76,Premium,4,H,SI1,3,3119.28,935.784,11532.28,8413,-2313.070362,,,,,,,,,
1981,0.76,Very Good,3,I,SI1,3,2961.18,888.354,11374.18,8413,-2471.170362,,,,,,,,,
2233,0.76,Good,2,D,VS2,5,3711.08,1113.324,12124.08,8413,-1721.270362,,,,,,,,,
2446,0.76,Ideal,5,G,SI2,2,2823.38,847.014,11236.38,8413,-2608.970362,,,,,,,,,
2967,0.76,Very Good,3,G,VVS2,6,4323.18,1296.954,12736.18,8413,-1109.170362,,,,,,,,,
128,0.77,Ideal,5,D,SI1,3,3361.51,1008.453,11774.51,8413,-2064.024041,,,,,,,,,
290,0.77,Premium,4,I,SI1,3,3203.41,961.023,11616.41,8413,-2222.124041,,,,,,,,,
455,0.77,Ideal,5,J,VS2,5,4269.51,1280.853,12682.51,8413,-1156.024041,,,,,,,,,
874,0.77,Very Good,3,H,SI1,3,3045.31,913.593,11458.31,8413,-2380.224041,,,,,,,,,
2171,0.77,Ideal,5,H,VS2,5,4269.51,1280.853,12682.51,8413,-1156.024041,,,,,,,,,
2265,0.77,Premium,4,J,VS2,5,4111.41,1233.423,12524.41,8413,-1314.124041,,,,,,,,,
2697,0.77,Premium,4,E,SI1,3,3203.41,961.023,11616.41,8413,-2222.124041,,,,,,,,,
2869,0.77,Good,2,D,SI2,2,2433.21,729.963,10846.21,8413,-2992.324041,,,,,,,,,
74,0.78,Ideal,5,H,SI2,2,2991.64,897.492,11404.64,8413,-2418.475558,,,,,,,,,
318,0.78,Ideal,5,F,SI1,3,3445.64,1033.692,11858.64,8413,-1964.475558,,,,,,,,,
512,0.78,Ideal,5,H,SI1,3,3445.64,1033.692,11858.64,8413,-1964.475558,,,,,,,,,
1330,0.78,Good,2,J,SI1,3,2971.34,891.402,11384.34,8413,-2438.775558,,,,,,,,,
1504,0.78,Ideal,5,F,SI1,3,3445.64,1033.692,11858.64,8413,-1964.475558,,,,,,,,,
1570,0.78,Very Good,3,I,SI1,3,3129.44,938.832,11542.44,8413,-2280.675558,,,,,,,,,
1884,0.78,Ideal,5,F,VS2,5,4353.64,1306.092,12766.64,8413,-1056.475558,,,,,,,,,
2121,0.78,Good,2,F,VS1,4,3425.34,1027.602,11838.34,8413,-1984.775558,,,,,,,,,
2173,0.78,Ideal,5,G,SI1,3,3445.64,1033.692,11858.64,8413,-1964.475558,,,,,,,,,
2365,0.78,Ideal,5,H,VVS2,6,4807.64,1442.292,13220.64,8413,-602.4755582,,,,,,,,,
2441,0.78,Premium,4,F,SI2,2,2833.54,850.062,11246.54,8413,-2576.575558,,,,,,,,,
2767,0.78,Fair,1,G,SI2,2,2359.24,707.772,10772.24,8413,-3050.875558,,,,,,,,,
27,0.79,Premium,4,F,SI1,3,3371.67,1011.501,11784.67,8413,-2013.611278,,,,,,,,,
192,0.79,Ideal,5,F,SI1,3,3529.77,1058.931,11942.77,8413,-1855.511278,,,,,,,,,
795,0.79,Premium,4,H,SI1,3,3371.67,1011.501,11784.67,8413,-2013.611278,,,,,,,,,
1059,0.79,Very Good,3,I,SI1,3,3213.57,964.071,11626.57,8413,-2171.711278,,,,,,,,,
1178,0.79,Very Good,3,F,SI1,3,3213.57,964.071,11626.57,8413,-2171.711278,,,,,,,,,
1223,0.79,Very Good,3,E,SI2,2,2759.57,827.871,11172.57,8413,-2625.711278,,,,,,,,,
1305,0.79,Premium,4,D,SI1,3,3371.67,1011.501,11784.67,8413,-2013.611278,,,,,,,,,
1604,0.79,Ideal,5,G,SI1,3,3529.77,1058.931,11942.77,8413,-1855.511278,,,,,,,,,
1747,0.79,Very Good,3,D,VS1,4,3667.57,1100.271,12080.57,8413,-1717.711278,,,,,,,,,
1766,0.79,Very Good,3,E,VS2,5,4121.57,1236.471,12534.57,8413,-1263.711278,,,,,,,,,
1871,0.79,Ideal,5,F,SI1,3,3529.77,1058.931,11942.77,8413,-1855.511278,,,,,,,,,
2008,0.79,Ideal,5,F,SI2,2,3075.77,922.731,11488.77,8413,-2309.511278,,,,,,,,,
2436,0.79,Very Good,3,J,VS2,5,4121.57,1236.471,12534.57,8413,-1263.711278,,,,,,,,,
2820,0.79,Very Good,3,I,SI1,3,3213.57,964.071,11626.57,8413,-2171.711278,,,,,,,,,
2902,0.79,Ideal,5,I,VS1,4,3983.77,1195.131,12396.77,8413,-1401.511278,,,,,,,,,
2975,0.79,Good,2,I,VS2,5,3963.47,1189.041,12376.47,8413,-1421.811278,,,,,,,,,
70,0.8,Very Good,3,F,VS2,5,4205.7,1261.71,12618.7,8413,-1144.440608,,,,,,,,,
122,0.8,Very Good,3,F,VS1,4,3751.7,1125.51,12164.7,8413,-1598.440608,,,,,,,,,
404,0.8,Very Good,3,F,VS2,5,4205.7,1261.71,12618.7,8413,-1144.440608,,,,,,,,,
715,0.8,Ideal,5,H,VS2,5,4521.9,1356.57,12934.9,8413,-828.2406075,,,,,,,,,
760,0.8,Premium,4,E,SI1,3,3455.8,1036.74,11868.8,8413,-1894.340608,,,,,,,,,
792,0.8,Very Good,3,F,SI1,3,3297.7,989.31,11710.7,8413,-2052.440608,,,,,,,,,
957,0.8,Ideal,5,F,VS2,5,4521.9,1356.57,12934.9,8413,-828.2406075,,,,,,,,,
986,0.8,Very Good,3,D,SI1,3,3297.7,989.31,11710.7,8413,-2052.440608,,,,,,,,,
1048,0.8,Ideal,5,F,VS2,5,4521.9,1356.57,12934.9,8413,-828.2406075,,,,,,,,,
1396,0.8,Premium,4,F,SI2,2,3001.8,900.54,11414.8,8413,-2348.340608,,,,,,,,,
1689,0.8,Very Good,3,J,VS1,4,3751.7,1125.51,12164.7,8413,-1598.440608,,,,,,,,,
1850,0.8,Ideal,5,H,SI1,3,3613.9,1084.17,12026.9,8413,-1736.240608,,,,,,,,,
1983,0.8,Good,2,G,VS2,5,4047.6,1214.28,12460.6,8413,-1302.540608,,,,,,,,,
1993,0.8,Fair,1,G,SI2,2,2527.5,758.25,10940.5,8413,-2822.640608,,,,,,,,,
2194,0.8,Very Good,3,H,VS2,5,4205.7,1261.71,12618.7,8413,-1144.440608,,,,,,,,,
2221,0.8,Ideal,5,D,SI1,3,3613.9,1084.17,12026.9,8413,-1736.240608,,,,,,,,,
2990,0.8,Ideal,5,E,VVS2,6,4975.9,1492.77,13388.9,8413,-374.2406075,,,,,,,,,
323,0.81,Very Good,3,G,SI2,2,2927.83,878.349,11340.83,8413,-2375.888715,,,,,,,,,
378,0.81,Ideal,5,F,VS1,4,4152.03,1245.609,12565.03,8413,-1151.688715,,,,,,,,,
398,0.81,Very Good,3,J,SI1,3,3381.83,1014.549,11794.83,8413,-1921.888715,,,,,,,,,
705,0.81,Ideal,5,E,VS2,5,4606.03,1381.809,13019.03,8413,-697.6887154,,,,,,,,,
856,0.81,Premium,4,G,SI1,3,3539.93,1061.979,11952.93,8413,-1763.788715,,,,,,,,,
861,0.81,Ideal,5,E,VS2,5,4606.03,1381.809,13019.03,8413,-697.6887154,,,,,,,,,
971,0.81,Ideal,5,E,SI2,2,3244.03,973.209,11657.03,8413,-2059.688715,,,,,,,,,
1622,0.81,Premium,4,I,VVS2,6,4901.93,1470.579,13314.93,8413,-401.7887154,,,,,,,,,
1829,0.81,Ideal,5,F,VS2,5,4606.03,1381.809,13019.03,8413,-697.6887154,,,,,,,,,
1947,0.81,Ideal,5,J,VS2,5,4606.03,1381.809,13019.03,8413,-697.6887154,,,,,,,,,
1964,0.81,Premium,4,H,SI2,2,3085.93,925.779,11498.93,8413,-2217.788715,,,,,,,,,
2061,0.81,Premium,4,D,SI1,3,3539.93,1061.979,11952.93,8413,-1763.788715,,,,,,,,,
2665,0.81,Premium,4,E,SI2,2,3085.93,925.779,11498.93,8413,-2217.788715,,,,,,,,,
2897,0.81,Premium,4,G,VS1,4,3993.93,1198.179,12406.93,8413,-1309.788715,,,,,,,,,
243,0.82,Ideal,5,E,SI2,2,3328.16,998.448,11741.16,8413,-1916.788567,,,,,,,,,
395,0.82,Very Good,3,F,VVS2,6,4827.96,1448.388,13240.96,8413,-416.988567,,,,,,,,,
712,0.82,Premium,4,G,SI2,2,3170.06,951.018,11583.06,8413,-2074.888567,,,,,,,,,
812,0.82,Ideal,5,D,VS2,5,4690.16,1407.048,13103.16,8413,-554.788567,,,,,,,,,
954,0.82,Very Good,3,D,SI1,3,3465.96,1039.788,11878.96,8413,-1778.988567,,,,,,,,,
2214,0.82,Ideal,5,H,VVS1,7,5598.16,1679.448,14011.16,8413,353.211433,,,,,,,,,
2337,0.82,Ideal,5,F,SI2,2,3328.16,998.448,11741.16,8413,-1916.788567,,,,,,,,,
2620,0.82,Good,2,J,SI1,3,3307.86,992.358,11720.86,8413,-1937.088567,,,,,,,,,
2853,0.82,Ideal,5,I,SI1,3,3782.16,1134.648,12195.16,8413,-1462.788567,,,,,,,,,
671,0.83,Ideal,5,F,SI1,3,3866.29,1159.887,12279.29,8413,-1306.372202,,,,,,,,,
698,0.83,Very Good,3,J,VS2,5,4458.09,1337.427,12871.09,8413,-714.5722022,,,,,,,,,
889,0.83,Very Good,3,F,VS1,4,4004.09,1201.227,12417.09,8413,-1168.572202,,,,,,,,,
1034,0.83,Ideal,5,H,SI2,2,3412.29,1023.687,11825.29,8413,-1760.372202,,,,,,,,,
1580,0.83,Ideal,5,I,SI2,2,3412.29,1023.687,11825.29,8413,-1760.372202,,,,,,,,,
2300,0.83,Premium,4,J,SI1,3,3708.19,1112.457,12121.19,8413,-1464.472202,,,,,,,,,
2701,0.83,Ideal,5,G,VS1,4,4320.29,1296.087,12733.29,8413,-852.3722022,,,,,,,,,
2987,0.83,Premium,4,H,SI1,3,3708.19,1112.457,12121.19,8413,-1464.472202,,,,,,,,,
1252,0.84,Good,2,G,VS2,5,4384.12,1315.236,12797.12,8413,-701.461189,,,,,,,,,
1323,0.84,Very Good,3,G,VS2,5,4542.22,1362.666,12955.22,8413,-543.361189,,,,,,,,,
1615,0.84,Ideal,5,J,SI1,3,3950.42,1185.126,12363.42,8413,-1135.161189,,,,,,,,,
2038,0.84,Good,2,G,SI1,3,3476.12,1042.836,11889.12,8413,-1609.461189,,,,,,,,,
2299,0.84,Ideal,5,J,VS2,5,4858.42,1457.526,13271.42,8413,-227.161189,,,,,,,,,
159,0.85,Premium,4,D,SI2,2,3422.45,1026.735,11835.45,8413,-1559.856175,,,,,,,,,
249,0.85,Ideal,5,E,VS1,4,4488.55,1346.565,12901.55,8413,-493.756175,,,,,,,,,
509,0.85,Fair,1,H,I1,1,2494.15,748.245,10907.15,8413,-2488.156175,,,,,,,,,
707,0.85,Premium,4,I,I1,1,2968.45,890.535,11381.45,8413,-2013.856175,,,,,,,,,
1554,0.85,Fair,1,I,SI1,3,3402.15,1020.645,11815.15,8413,-1580.156175,,,,,,,,,
307,0.86,Premium,4,F,SI2,2,3506.58,1051.974,11919.58,8413,-1354.72545,,,,,,,,,
2917,0.86,Good,2,G,SI2,2,3190.38,957.114,11603.38,8413,-1670.92545,,,,,,,,,
22,0.89,Premium,4,G,SI1,3,4212.97,1263.891,12625.97,8413,-161.4052375,,,,,,,,,
13,0.9,Premium,4,D,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
30,0.9,Very Good,3,G,VS2,5,5047,1514.1,13460,8413,882.9564188,,,,,,,,,
66,0.9,Premium,4,H,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
69,0.9,Good,2,D,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
107,0.9,Premium,4,F,SI2,2,3843.1,1152.93,12256.1,8413,-320.9435812,,,,,,,,,
204,0.9,Very Good,3,I,VVS1,7,5955,1786.5,14368,8413,1790.956419,,,,,,,,,
206,0.9,Very Good,3,G,VS2,5,5047,1514.1,13460,8413,882.9564188,,,,,,,,,
220,0.9,Very Good,3,I,VS2,5,5047,1514.1,13460,8413,882.9564188,,,,,,,,,
298,0.9,Very Good,3,H,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
301,0.9,Very Good,3,H,VS1,4,4593,1377.9,13006,8413,428.9564188,,,,,,,,,
321,0.9,Ideal,5,G,SI2,2,4001.2,1200.36,12414.2,8413,-162.8435812,,,,,,,,,
358,0.9,Very Good,3,J,VS1,4,4593,1377.9,13006,8413,428.9564188,,,,,,,,,
430,0.9,Premium,4,I,VS2,5,5205.1,1561.53,13618.1,8413,1041.056419,,,,,,,,,
460,0.9,Good,2,H,VS2,5,4888.9,1466.67,13301.9,8413,724.8564188,,,,,,,,,
478,0.9,Very Good,3,E,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
526,0.9,Good,2,D,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
577,0.9,Very Good,3,F,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
592,0.9,Very Good,3,F,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
628,0.9,Very Good,3,E,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
724,0.9,Very Good,3,F,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
773,0.9,Good,2,D,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
835,0.9,Premium,4,D,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
886,0.9,Premium,4,D,SI2,2,3843.1,1152.93,12256.1,8413,-320.9435812,,,,,,,,,
932,0.9,Good,2,G,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
963,0.9,Premium,4,E,SI2,2,3843.1,1152.93,12256.1,8413,-320.9435812,,,,,,,,,
964,0.9,Premium,4,E,VS2,5,5205.1,1561.53,13618.1,8413,1041.056419,,,,,,,,,
982,0.9,Good,2,H,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
1066,0.9,Ideal,5,H,VS1,4,4909.2,1472.76,13322.2,8413,745.1564188,,,,,,,,,
1073,0.9,Fair,1,F,SI1,3,3822.8,1146.84,12235.8,8413,-341.2435812,,,,,,,,,
1111,0.9,Good,2,G,VS2,5,4888.9,1466.67,13301.9,8413,724.8564188,,,,,,,,,
1133,0.9,Ideal,5,G,SI2,2,4001.2,1200.36,12414.2,8413,-162.8435812,,,,,,,,,
1146,0.9,Ideal,5,E,SI2,2,4001.2,1200.36,12414.2,8413,-162.8435812,,,,,,,,,
1247,0.9,Very Good,3,H,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
1256,0.9,Good,2,I,VS2,5,4888.9,1466.67,13301.9,8413,724.8564188,,,,,,,,,
1337,0.9,Good,2,E,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
1341,0.9,Premium,4,D,SI2,2,3843.1,1152.93,12256.1,8413,-320.9435812,,,,,,,,,
1358,0.9,Good,2,E,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
1428,0.9,Very Good,3,G,VVS2,6,5501,1650.3,13914,8413,1336.956419,,,,,,,,,
1462,0.9,Very Good,3,F,VS2,5,5047,1514.1,13460,8413,882.9564188,,,,,,,,,
1572,0.9,Good,2,F,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
1573,0.9,Premium,4,G,VS2,5,5205.1,1561.53,13618.1,8413,1041.056419,,,,,,,,,
1588,0.9,Good,2,E,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
1597,0.9,Premium,4,H,I1,1,3389.1,1016.73,11802.1,8413,-774.9435812,,,,,,,,,
1605,0.9,Very Good,3,J,VS2,5,5047,1514.1,13460,8413,882.9564188,,,,,,,,,
1606,0.9,Very Good,3,E,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
1613,0.9,Ideal,5,F,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
